2226800	60	6	1	1
1855303	0	8	5	2
1859903	57	8	5	2
1854300	27	5	3	1
1855100	117	4	3	1
2222300	75	5	2	1
2223700	30	7	1	1
2224300	45	4	1	1
1853700	63	4	3	1
1853501	0	5	1	1
1785502	0	4	1	1
1784403	54	7	3	1
1798900	447	6	7	2
1805400	69	2	7	2
1805500	243	2	7	2
1813901	177	1	7	2
1813804	75	1	7	2
1813802	144	1	7	2
1813805	135	5	7	2
1805200	189	1	7	2
1784402	72	5	3	1
1774704	15	1	2	1
1808500	132	1	7	2
1807800	78	8	7	2
1804000	138	5	7	2
1799700	78	10	7	2
1799900	129	10	7	2
1803100	93	8	7	2
1808400	18	8	7	2
1807700	27	8	7	2
1802800	96	8	7	2
1808600	120	1	7	2
1811300	117	1	7	2
1818000	75	10	7	2
1830000	138	8	7	2
1824800	105	7	7	2
1816302	84	9	7	2
1848100	120	4	7	2
1817101	276	9	7	2
1827800	60	10	7	2
1816500	48	9	7	2
1826300	123	9	7	2
1826700	3	8	7	2
1831300	6	9	7	2
1817200	96	6	7	2
1822000	99	7	7	2
1794602	90	4	7	2
1794601	21	4	7	2
1825700	141	7	7	2
1542700	54	3	2	1
1835400	81	6	7	2
1836400	210	8	7	2
1793100	45	4	7	2
1839902	129	4	7	2
1837403	81	2	7	2
1837906	0	6	7	2
1833900	93	10	7	2
1838800	123	9	7	2
1840300	144	5	7	2
1837402	123	2	7	2
1841700	156	10	7	2
1841401	15	5	7	2
1998800	0	2	1	1
1786000	96	4	2	1
1839812	99	4	7	2
1839512	126	7	7	2
1839102	60	8	7	2
1839300	126	4	7	2
1839101	147	7	7	2
1839401	156	4	7	2
1791800	57	5	3	1
1543100	75	5	2	1
1794500	39	2	7	2
1793400	156	2	4	1
1757800	60	2	7	2
1543800	54	4	3	1
1760200	30	1	4	1
1758000	195	1	7	2
1760100	51	1	4	1
1538902	48	2	2	1
1759402	36	2	7	2
1795300	114	2	4	1
1760000	72	1	4	1
1544600	39	3	2	1
1792301	69	3	7	2
1757700	129	5	7	2
1794800	42	6	4	1
1543600	66	4	2	1
1757903	15	1	7	2
1788400	51	5	4	1
1757901	78	1	7	2
1533900	69	7	5	2
1766700	153	4	6	2
1765201	81	4	6	2
1765202	102	4	6	2
1529100	126	8	5	2
1765900	0	8	6	2
1765700	6	8	6	2
1544200	48	6	2	1
1766200	0	10	6	2
1529600	105	8	5	2
1767600	207	6	6	2
1772000	66	9	6	2
1768100	45	8	6	2
1768600	114	8	6	2
1767701	120	4	6	2
1759600	60	4	6	2
1538400	69	3	2	1
1771200	129	7	6	2
1771400	102	9	6	2
1771900	87	9	6	2
1769600	168	8	6	2
1769300	315	6	6	2
1761401	57	3	3	1
1769400	240	9	6	2
1772800	99	3	4	1
1530900	153	9	5	2
1530600	81	8	5	2
1761501	24	3	3	1
1531600	132	10	5	2
1769203	153	6	6	2
1774200	54	3	4	1
1537800	42	3	2	1
1788700	6	4	6	2
1761702	75	3	3	1
1531700	225	10	5	2
1530500	189	9	5	2
1778600	3	6	1	1
1773900	9	3	2	1
1779200	36	2	2	1
1535900	45	4	1	1
1515903	15	2	1	1
1535800	42	4	2	1
1762400	3	5	3	1
1884502	135	2	3	1
1885000	99	2	3	1
1877400	201	8	6	2
2229901	9	5	2	1
1883203	3	6	6	2
1882406	15	4	3	1
1881100	30	8	6	2
1778300	12	4	2	1
1777800	60	4	2	1
1777700	51	4	3	1
1534202	27	4	1	1
1775800	6	4	1	1
2228100	24	5	2	1
1882510	9	7	2	1
1882100	81	8	3	1
1882509	27	7	2	1
1882508	24	7	2	1
2228000	30	5	2	1
1883101	63	2	2	1
1773000	36	5	2	1
1776500	12	4	2	1
1776900	30	6	1	1
1859000	282	2	5	2
2225700	60	10	2	1
2226500	39	3	2	1
2224903	3	4	1	1
2225900	42	9	2	1
2225300	78	8	1	1
2227500	72	4	1	1
1871400	120	9	5	2
1868800	93	8	5	2
1867008	177	0	5	2
1862305	81	4	5	2
1868900	69	9	5	2
1862304	114	3	5	2
1865400	0	9	5	2
1873500	105	9	5	2
1868700	87	5	5	2
1865200	105	7	5	2
1864900	54	9	5	2
1867100	129	7	5	2
1870700	96	10	5	2
1864500	219	8	5	2
1868600	72	9	5	2
1866100	186	5	5	2
1870800	105	9	5	2
1867200	108	8	5	2
1866000	78	9	5	2
1776600	18	6	1	1
1855800	75	2	5	2
2224102	6	7	1	1
1855600	51	8	5	2
1857600	84	3	3	1
2228800	36	5	2	1
1855700	135	3	5	2
2224600	21	4	1	1
1856103	99	8	5	2
1857700	255	2	5	2
2223900	60	7	1	1
1853900	63	7	3	1
2224101	18	7	1	1
2221800	57	3	1	1
2222700	39	2	1	1
1853100	36	5	2	1
1853502	0	5	1	1
2222600	18	2	3	1
1855000	84	4	3	1
1798200	45	2	4	1
1780300	75	9	5	2
2216700	126	4	5	2
2218500	105	9	5	2
1780900	81	9	5	2
2223500	36	5	1	1
1527900	57	7	1	1
2216802	78	5	5	2
1852200	81	5	3	1
1852300	63	5	3	1
1854700	39	3	3	1
1780200	111	7	5	2
1798100	117	2	4	1
1785001	123	4	3	1
2216600	120	9	5	2
1852400	57	5	3	1
1780800	105	10	5	2
2222102	30	5	2	1
1782502	93	8	5	2
1775400	15	7	1	1
1798800	75	3	7	2
1798400	9	4	7	2
1814201	66	1	7	2
1796100	27	4	7	2
1814202	144	1	7	2
1814300	324	2	7	2
1796200	57	4	7	2
1784500	39	6	2	1
1805602	3	6	7	2
1775000	15	1	1	1
1800503	132	5	7	2
1774802	15	1	2	1
1808700	57	6	7	2
1802700	132	8	7	2
1800200	120	10	7	2
1804300	189	2	7	2
1800501	129	6	7	2
1800000	93	10	7	2
1813500	48	2	7	2
1794000	15	6	7	2
1802600	126	7	7	2
1818600	66	10	7	2
1851500	27	6	7	2
1801600	99	6	7	2
1819200	102	8	7	2
1808100	114	5	7	2
1811900	180	3	7	2
1849502	12	2	7	2
1819506	162	1	7	2
1812901	69	1	7	2
1811800	81	2	7	2
1809000	168	8	7	2
1806500	87	5	7	2
1819304	108	2	7	2
1849501	72	2	7	2
1817001	171	2	7	2
1819507	111	5	7	2
1784000	51	9	4	1
1808300	120	8	7	2
1850900	87	8	7	2
1786400	105	5	3	1
1818200	78	10	7	2
1828600	0	10	7	2
1818100	72	10	7	2
1816800	126	9	7	2
1828100	57	10	7	2
1817103	270	9	7	2
1810400	129	5	7	2
1848800	168	3	7	2
1829400	3	10	7	2
1816600	108	10	7	2
1826000	60	9	7	2
1836500	138	9	7	2
1827200	60	7	7	2
1817600	129	6	7	2
1815900	147	6	7	2
1829600	3	9	7	2
1825800	123	5	7	2
1827100	99	8	7	2
1827300	60	7	7	2
1817400	72	10	7	2
1842800	90	9	7	2
1815400	96	7	7	2
1845602	114	4	7	2
1821000	108	8	7	2
1824000	96	7	7	2
1831900	120	2	7	2
1541300	132	8	6	2
1830400	87	7	7	2
1847200	150	8	7	2
1843302	66	10	7	2
1845001	87	8	7	2
1832700	30	7	7	2
1542100	111	9	6	2
1540900	21	6	6	2
1833500	87	7	7	2
1823400	96	4	7	2
1843600	144	9	7	2
1830300	84	5	7	2
1830500	153	5	7	2
1541000	21	7	6	2
1844201	105	9	7	2
1834100	0	10	7	2
1840500	165	7	7	2
1844202	18	9	7	2
1540800	99	8	6	2
1820600	225	5	7	2
1834000	30	10	7	2
1820700	6	5	7	2
1832900	87	9	7	2
1541100	108	7	6	2
1758300	36	1	7	2
1792100	165	4	7	2
1793500	129	1	4	1
1787500	78	3	4	1
1543700	66	5	2	1
1759100	228	9	7	2
1758402	81	1	7	2
1756201	105	4	7	2
1756100	249	4	7	2
1766802	42	6	6	2
1767200	189	8	6	2
1767000	231	7	6	2
1766300	183	9	6	2
1766900	114	9	6	2
1759500	135	1	3	1
1529300	99	8	5	2
1788902	54	4	6	2
1763900	165	8	6	2
1789000	42	4	6	2
1537901	69	3	1	1
1537401	87	4	3	1
1762600	21	5	3	1
1774600	0	3	1	1
1536000	15	2	1	1
1762800	15	1	3	1
1773700	39	3	2	1
1777200	51	6	2	1
1777600	15	4	1	1
1534102	69	4	2	1
1777100	57	4	3	1
1882512	0	3	2	1
1882513	36	3	2	1
1776800	6	6	1	1
1869401	0	9	5	2
1865500	0	9	5	2
1866300	159	10	5	2
1865600	93	9	5	2
1866801	225	6	5	2
1862306	66	4	5	2
1871700	72	9	5	2
1871800	60	9	5	2
1867003	66	4	5	2
1871101	141	10	5	2
1858100	51	3	5	2
1862403	42	2	5	2
2224800	27	4	1	1
1871001	78	6	5	2
2228301	21	4	1	1
1862402	21	5	5	2
1862401	27	5	5	2
1862500	72	4	5	2
1862404	96	2	5	2
2223200	66	5	1	1
1854901	90	3	3	1
1860300	9	10	5	2
1781601	66	10	5	2
1859601	99	7	5	2
1781000	60	10	5	2
2222201	60	4	5	2
1859500	60	7	5	2
2227000	75	6	2	1
1780700	141	10	5	2
2216801	6	8	5	2
1860200	24	9	5	2
1859602	60	7	5	2
1781400	75	10	5	2
1781500	96	10	5	2
1854000	3	5	1	1
1781300	75	9	5	2
1860400	39	9	5	2
1860500	138	10	5	2
1853202	123	6	4	1
1540400	12	3	1	1
2217000	54	7	5	2
2219100	48	9	5	2
2222000	45	3	2	1
1853400	78	5	4	1
2218800	66	9	5	2
1783300	87	9	5	2
2216900	69	7	5	2
2219300	45	9	5	2
1782800	96	8	5	2
1797300	120	4	7	2
1798502	0	6	7	2
2220500	57	4	3	1
1798703	129	1	7	2
1798704	66	1	7	2
1799401	39	1	3	1
1798501	147	6	7	2
1784700	30	7	2	1
1540200	15	3	2	1
1801200	81	9	7	2
1800504	63	1	7	2
1799100	222	4	7	2
1800302	72	9	7	2
1812800	126	2	7	2
1808200	153	6	7	2
1803801	78	1	7	2
1815000	84	1	7	2
1812600	102	2	7	2
1784200	0	7	1	1
1803900	117	2	7	2
1539600	15	4	2	1
1806400	87	5	7	2
1850800	96	6	7	2
1800301	156	9	7	2
1819503	126	5	7	2
1804400	45	5	7	2
1800506	102	1	7	2
1813200	189	2	7	2
1774702	0	1	1	1
1774902	9	1	1	1
1776001	42	4	2	1
1849600	45	2	7	2
1783802	72	9	4	1
1810900	192	5	7	2
1786200	135	7	4	1
1819000	66	7	7	2
1812300	168	3	7	2
1806000	138	9	7	2
1809100	141	5	7	2
1818900	57	10	7	2
1809200	204	8	7	2
1810100	141	7	7	2
1825300	87	7	7	2
1811500	195	3	7	2
1849100	90	3	7	2
1848300	168	2	7	2
1828700	3	10	7	2
1828400	24	9	7	2
1826500	84	7	7	2
1818300	81	10	7	2
1849300	138	1	7	2
1823500	105	6	7	2
1816000	123	5	7	2
1826100	96	10	7	2
1835100	21	9	7	2
1816200	111	9	7	2
1846800	108	8	7	2
1542200	108	10	6	2
1827500	75	8	7	2
1847801	135	5	7	2
1835900	93	5	7	2
1823100	102	4	7	2
1827400	117	8	7	2
1822500	102	6	7	2
1846600	150	7	7	2
1822700	165	9	7	2
1831200	39	9	7	2
1824100	99	5	7	2
1848500	144	5	7	2
1829700	90	9	7	2
1815500	60	6	7	2
1844000	78	10	7	2
1541600	9	8	6	2
1833800	198	5	7	2
1842901	72	9	7	2
1542500	69	3	2	1
1823600	126	8	7	2
1794605	12	4	7	2
1541500	30	8	6	2
1846200	114	7	7	2
1845500	72	3	7	2
1542800	57	3	2	1
1794604	9	4	7	2
1842100	72	10	7	2
1831600	90	7	7	2
1833100	78	3	7	2
1844300	39	9	7	2
1840600	138	8	7	2
1793202	33	4	7	2
1541200	72	8	6	2
1845002	0	8	7	2
1839808	36	1	7	2
1839817	45	1	7	2
1839506	54	7	7	2
1838002	168	5	7	2
1839906	39	2	7	2
1543900	42	5	3	1
1839824	69	3	7	2
1839518	135	5	7	2
1839821	24	1	7	2
1839806	54	5	7	2
1839810	15	1	7	2
1837800	225	8	7	2
1839815	96	2	7	2
1785900	114	5	3	1
1839803	99	1	7	2
1836900	123	7	7	2
1839825	147	2	7	2
1839404	186	6	7	2
1838500	87	5	7	2
1838102	120	1	7	2
1759401	63	2	7	2
1786700	96	5	4	1
1756202	123	2	7	2
1756701	219	4	7	2
1786600	24	5	4	1
1786900	66	5	4	1
1791302	12	8	3	1
1758401	18	1	7	2
1756400	45	3	7	2
1787800	84	3	3	1
1544300	42	6	1	1
1538500	42	6	2	1
1788000	108	2	3	1
1793800	99	3	3	1
1759800	57	1	3	1
1536900	108	3	2	1
1538600	75	3	2	1
1758900	9	2	2	1
1788200	63	5	3	1
1770400	60	9	6	2
1530200	189	7	5	2
1539300	60	1	2	1
1767500	99	7	6	2
1533600	108	10	5	2
1531000	78	4	5	2
1531100	24	4	5	2
1765000	147	10	6	2
1528300	3	8	5	2
1771302	150	4	6	2
1770300	150	6	6	2
1766400	225	2	6	2
1772500	186	4	6	2
1761804	39	6	6	2
1771601	195	3	6	2
1768900	81	8	6	2
1537700	78	1	3	1
1772200	66	9	6	2
1528400	0	8	5	2
1532000	90	9	5	2
1538200	45	3	2	1
1790200	42	3	3	1
1544100	57	4	2	1
1790300	84	2	2	1
1536400	63	3	2	1
1761703	51	2	6	2
1761502	99	2	6	2
1761402	108	4	6	2
1790000	6	3	4	1
1881700	72	10	6	2
1879400	36	6	6	2
1884600	93	2	3	1
1878000	129	9	6	2
1878100	9	9	6	2
1880300	117	8	6	2
1880100	21	8	6	2
1880400	177	9	6	2
1884702	36	4	3	1
1879900	63	9	6	2
1762700	123	5	3	1
1763000	66	4	3	1
1536300	30	2	2	1
1760900	24	2	3	1
1762902	78	1	4	1
1537902	0	3	1	1
1535502	21	2	2	1
1534500	24	6	2	1
1762200	93	5	3	1
1762100	48	3	2	1
1878300	156	9	6	2
1777400	12	4	2	1
1883001	39	2	3	1
1882404	81	5	3	1
2225002	0	6	1	1
1882900	45	3	3	1
1868000	114	9	5	2
1859200	54	6	3	1
1868100	102	9	5	2
2226600	12	4	1	1
1872400	132	10	5	2
1858901	183	3	5	2
1872500	27	9	5	2
1873900	87	9	5	2
1869100	129	8	5	2
1874100	9	10	5	2
1882001	9	8	2	1
1872703	198	10	5	2
1773100	18	5	2	1
1869700	0	9	5	2
1872000	96	6	5	2
1866600	75	10	5	2
1865900	132	10	5	2
1866500	96	10	5	2
1869402	54	9	5	2
1871900	132	7	5	2
1869600	6	9	5	2
2227300	33	5	1	1
1869800	63	0	5	2
1782400	9	10	5	2
1781800	78	10	5	2
1853300	90	5	4	1
2221600	36	3	2	1
2222500	24	2	2	1
1781900	63	8	5	2
1776002	0	4	1	1
2221101	15	4	5	2
1785002	30	7	5	2
1779700	138	10	5	2
1779500	66	10	5	2
2217200	54	9	5	2
1852500	66	5	4	1
1783200	141	8	5	2
2217400	6	9	5	2
1782902	147	8	5	2
2217900	15	8	5	2
1773500	21	5	1	1
1801900	90	8	7	2
2220000	57	4	2	1
1812700	165	4	7	2
1802100	138	7	7	2
1796900	63	3	3	1
1819504	195	5	7	2
1812902	114	1	7	2
1800900	123	8	7	2
1801300	66	9	7	2
1800700	48	9	7	2
1812200	150	6	7	2
1820300	69	8	7	2
1812400	120	3	7	2
1850200	174	8	7	2
1850300	123	9	7	2
1809500	129	5	7	2
1819303	147	6	7	2
1850400	72	6	7	2
1812000	84	1	7	2
1784405	21	7	3	1
1836200	66	8	7	2
1798600	93	3	7	2
1847000	195	8	7	2
1830800	39	9	7	2
1824200	24	5	7	2
1815600	75	7	7	2
1542300	72	6	6	2
1824300	99	3	7	2
1835200	81	10	7	2
1847500	177	5	7	2
1821400	168	7	7	2
1541800	78	8	6	2
1832100	129	6	7	2
1832500	135	7	7	2
1835700	222	6	7	2
1843000	141	5	7	2
1823700	138	7	7	2
1821301	138	3	7	2
1834700	117	5	7	2
1846300	72	6	7	2
1841201	174	6	7	2
1834300	9	10	7	2
1820802	171	5	7	2
1837000	96	5	7	2
1844900	111	8	7	2
1839600	0	1	7	2
1839904	0	1	7	2
1843400	72	10	7	2
1844700	108	9	7	2
1837905	171	2	7	2
1837100	78	5	7	2
1833200	114	2	7	2
1820900	0	3	7	2
1839818	78	2	7	2
1842200	72	10	7	2
1844600	51	9	7	2
1839405	108	6	7	2
1840900	123	10	7	2
1843301	78	10	7	2
1793000	51	6	7	2
1839000	9	1	7	2
1543300	24	5	1	1
1792800	27	6	7	2
1838103	198	1	7	2
1840800	18	10	7	2
1791600	48	9	3	1
1839828	84	1	7	2
1839514	171	9	7	2
1757100	114	7	7	2
1757000	105	9	7	2
1544700	39	3	2	1
1757200	111	7	7	2
1757300	63	4	7	2
1757902	126	1	7	2
1756600	102	6	7	2
1756702	129	3	7	2
1756900	168	4	7	2
1792201	114	1	7	2
1532900	111	7	5	2
1538800	72	3	2	1
1790900	108	4	3	1
1528700	12	8	5	2
1788100	57	2	3	1
1763500	126	4	6	2
1788300	75	5	3	1
1789200	60	7	3	1
1528800	6	8	5	2
1788901	105	4	6	2
1789101	9	7	1	1
1765400	12	8	6	2
1772100	135	9	6	2
1793700	90	3	4	1
1759900	39	1	3	1
1764800	90	7	6	2
1759700	84	1	3	1
1758600	78	2	4	1
1538000	42	4	1	1
1768300	144	6	6	2
1536800	135	1	2	1
1770800	120	10	6	2
1789600	171	8	4	1
1788800	51	4	6	2
1771301	204	3	6	2
1770500	114	9	6	2
1529900	120	7	5	2
1530300	60	4	5	2
1758800	81	2	4	1
1788500	102	1	3	1
1769201	42	9	6	2
1761801	30	6	6	2
1537600	63	1	3	1
1537402	36	4	3	1
1531200	171	7	5	2
1769101	138	8	6	2
1531300	150	6	5	2
1760400	111	2	3	1
1763201	27	5	3	1
1537300	78	4	2	1
1763100	90	4	4	1
1536100	75	2	2	1
1761200	93	3	3	1
1535501	63	2	2	1
1774300	150	2	4	1
1880600	147	8	6	2
1878200	39	9	6	2
1879100	87	9	6	2
1883400	69	5	3	1
1883002	36	6	3	1
1883202	0	6	6	2
1879300	42	6	6	2
1778100	12	4	2	1
1777500	9	6	3	1
1779100	75	2	2	1
1878500	90	8	6	2
1878600	141	8	6	2
1878404	144	8	6	2
1878401	96	8	6	2
1882600	54	3	6	2
1882702	42	3	3	1
1878403	117	9	6	2
1878405	102	7	6	2
2228501	18	4	1	1
1882405	9	4	3	1
1857400	69	6	3	1
2229702	9	5	1	1
1773300	6	5	1	1
1872705	168	10	5	2
1773600	69	3	2	1
1872900	144	10	5	2
1872800	42	10	5	2
1872701	48	9	5	2
1873200	21	3	5	2
1856800	90	5	3	1
1872706	138	10	5	2
1858500	0	2	2	1
1873001	207	10	5	2
1873004	123	10	5	2
1867800	156	8	5	2
1867005	33	8	5	2
2228400	9	4	1	1
1870300	99	10	5	2
1870200	168	10	5	2
1872200	165	9	5	2
1869900	111	7	5	2
1866900	174	7	5	2
1867006	156	8	5	2
1856106	33	3	5	2
1861500	72	10	5	2
1862900	18	4	5	2
1864300	123	7	5	2
1861800	63	10	5	2
1862307	75	4	5	2
1861700	96	10	5	2
2226900	18	6	2	1
1871004	42	6	5	2
1861200	213	9	5	2
1855301	138	3	5	2
1862000	150	5	5	2
1858000	117	4	5	2
1859902	87	8	5	2
1861400	72	10	5	2
1863700	150	4	5	2
1861600	114	8	5	2
1862100	72	2	5	2
1854100	42	7	2	1
1864200	117	7	5	2
1775700	39	4	2	1
1853600	51	4	3	1
2221701	39	4	2	1
2222900	48	5	2	1
1852800	60	5	3	1
2222800	6	5	1	1
1785501	69	6	2	1
1785600	81	6	2	1
2218000	6	8	5	2
1853203	75	6	4	1
2222101	63	5	5	2
1779900	114	9	5	2
2217600	36	9	5	2
2219800	69	8	5	2
1783100	129	8	5	2
1780100	66	9	5	2
2217800	36	9	5	2
2218401	105	6	5	2
1814900	102	1	7	2
1797800	60	4	4	1
1852000	27	5	2	1
1805300	144	3	7	2
1799600	24	1	4	1
1804902	123	2	7	2
1796500	117	5	7	2
1798000	135	2	4	1
1784900	105	7	3	1
1804901	69	2	7	2
1804802	156	1	7	2
1797700	27	3	3	1
2220202	63	5	2	1
1794100	57	1	7	2
2220300	42	5	2	1
1784800	24	7	2	1
1815100	96	1	7	2
1852100	39	5	3	1
1805000	90	6	7	2
1527302	3	7	1	1
1539800	21	3	1	1
1807500	69	10	7	2
1802200	114	8	7	2
1799800	93	9	7	2
1813300	105	5	7	2
1801100	69	9	7	2
1851900	69	2	7	2
1800800	45	7	7	2
1807300	78	8	7	2
1802900	78	9	7	2
1811000	171	3	7	2
1807000	75	9	7	2
1851400	87	6	7	2
1808000	219	2	7	2
1806800	51	8	7	2
1820100	39	8	7	2
1819308	99	2	7	2
1820500	111	9	7	2
1819305	30	4	7	2
1795900	72	2	7	2
1830100	63	8	7	2
1825400	57	5	7	2
1849900	87	5	7	2
1829300	3	10	7	2
1850000	159	3	7	2
1822300	135	5	7	2
1543200	24	5	2	1
1808800	33	6	7	2
1818500	99	10	7	2
1817700	93	10	7	2
1849000	168	3	7	2
1825000	69	7	7	2
1810601	78	2	7	2
1848600	129	5	7	2
1811200	165	6	7	2
1825500	54	8	7	2
1817900	129	10	7	2
1805700	0	9	7	2
1826400	114	4	7	2
1825100	93	7	7	2
1830900	51	9	7	2
1835500	156	7	7	2
1824500	159	4	7	2
1831000	21	8	7	2
1836300	51	8	7	2
1835300	63	9	7	2
1815700	51	7	7	2
1791900	0	7	1	1
1831400	144	9	7	2
1847600	249	3	7	2
1845200	48	7	7	2
1830200	105	7	7	2
1821303	111	9	7	2
1821600	48	7	7	2
1541900	69	8	6	2
1845700	120	6	7	2
1815300	90	7	7	2
1835000	213	6	7	2
1842700	117	9	7	2
1823900	99	7	7	2
1539100	45	2	2	1
1840200	129	10	7	2
1840100	117	10	7	2
1837300	240	3	7	2
1540500	45	6	6	2
1838700	162	9	7	2
1841500	141	5	7	2
1839905	0	1	7	2
1839903	0	1	7	2
1841300	114	5	7	2
