1872100	126	8	5	2
1867600	87	10	5	2
1870000	108	9	5	2
1866700	117	10	5	2
1866802	96	7	5	2
1867500	60	8	5	2
1856400	36	5	5	2
1858600	3	2	1	1
1867700	192	8	5	2
1870100	3	9	5	2
1864100	165	8	5	2
1862700	84	7	5	2
1860100	45	8	5	2
1871102	228	10	5	2
2223300	9	2	1	1
1861100	156	10	5	2
1863400	183	6	5	2
1863900	66	5	5	2
1860900	21	10	5	2
1860004	30	7	5	2
1861900	96	2	5	2
1863100	21	7	5	2
1854602	0	7	5	2
1860005	33	7	5	2
1863600	198	7	5	2
1860800	36	10	5	2
1864000	111	9	5	2
1858200	183	3	5	2
1861000	42	10	5	2
1785302	54	6	3	1
2222400	48	5	2	1
1785301	24	4	5	2
1782200	48	8	5	2
1785402	75	5	5	2
1782000	60	8	5	2
1782100	111	10	5	2
1782300	60	10	5	2
1852900	12	5	3	1
1775500	45	7	2	1
1776300	9	4	2	1
1782903	105	7	5	2
2218100	66	8	5	2
2223600	39	5	1	1
1779800	42	9	5	2
1783500	30	7	5	2
2217500	21	9	5	2
2217300	48	6	5	2
2219700	117	10	5	2
2217700	6	9	5	2
1779600	51	10	5	2
1804801	117	2	7	2
2220600	36	4	3	1
1797600	54	3	4	1
1795800	9	2	7	2
2220700	51	4	2	1
1803300	93	5	7	2
1803600	162	2	7	2
1797900	141	4	4	1
1798504	264	6	7	2
1814500	39	1	7	2
1803200	297	1	7	2
1798506	492	5	7	2
1797500	87	3	4	1
1803400	84	5	7	2
1800505	135	2	7	2
2221200	72	7	2	1
1804700	81	3	7	2
2223400	27	3	1	1
2223100	18	5	1	1
1814400	240	1	7	2
1813700	159	4	7	2
1802300	78	8	7	2
1802000	129	9	7	2
1813000	132	2	7	2
1807600	84	9	7	2
1851800	117	1	7	2
1806700	150	8	7	2
1807400	69	10	7	2
1851700	249	1	7	2
1800600	111	7	7	2
1819505	108	5	7	2
1783801	126	7	4	1
1820200	90	8	7	2
1806200	225	8	7	2
1807900	234	5	7	2
1801400	93	6	7	2
1784100	12	7	4	1
1806900	201	6	7	2
1850500	102	6	7	2
1784404	3	7	1	1
1847802	30	5	7	2
1809600	84	6	7	2
1818400	75	10	7	2
1829800	135	5	7	2
1819800	81	10	7	2
1816100	282	6	7	2
1848700	144	1	7	2
1811700	114	2	7	2
1848400	36	2	7	2
1848000	156	7	7	2
1829200	0	10	7	2
1810500	147	4	7	2
1849200	114	1	7	2
1795700	27	2	7	2
1827700	3	9	7	2
1849400	123	1	7	2
1816400	195	10	7	2
1828900	222	9	7	2
1817003	102	10	7	2
1826200	102	7	7	2
1830600	171	7	7	2
1822400	132	8	7	2
1822800	123	9	7	2
1846900	69	5	7	2
1815800	99	6	7	2
1822900	198	9	7	2
1847400	117	2	7	2
1846000	69	3	7	2
1824400	96	4	7	2
1831500	39	9	7	2
1846700	171	6	7	2
1823800	90	3	7	2
1542000	90	8	6	2
1835800	117	6	7	2
1845300	147	7	7	2
1821302	99	9	7	2
1844100	0	10	7	2
1846400	81	6	7	2
1835600	171	5	7	2
1823300	123	4	7	2
1837401	111	2	7	2
1820801	192	5	7	2
1832200	96	7	7	2
1838600	93	7	7	2
1843200	159	9	7	2
1837200	282	7	7	2
1841000	87	10	7	2
1540600	24	6	6	2
1844800	207	5	7	2
1839816	42	2	7	2
1839901	0	1	7	2
1831700	129	4	7	2
1833400	102	3	7	2
1838402	84	6	7	2
1842400	123	10	7	2
1839103	108	8	7	2
1833300	123	6	7	2
1840000	72	10	7	2
1839814	42	2	7	2
1837601	228	6	7	2
1837903	174	7	7	2
1838302	162	3	7	2
1839505	174	6	7	2
1837904	162	6	7	2
1839515	138	5	7	2
1839829	114	4	7	2
1839200	102	8	7	2
1796700	144	2	4	1
1787700	93	3	3	1
1757600	18	6	7	2
1757500	195	7	7	2
1792601	81	1	7	2
1758100	18	1	7	2
1757400	48	7	7	2
1795100	99	6	4	1
1542900	27	3	1	1
1787600	99	1	3	1
1764700	108	5	6	2
1758500	153	2	4	1
1544500	60	3	2	1
1765100	207	5	6	2
1528600	129	9	5	2
1533700	132	9	5	2
1538901	42	2	2	1
1789300	78	7	3	1
1765500	27	10	6	2
1772600	51	9	6	2
1543500	6	4	2	1
1793600	126	3	4	1
1765300	105	8	6	2
1528900	72	8	5	2
1544400	90	6	2	1
1529000	72	8	5	2
1787300	138	3	3	1
1766500	96	6	6	2
1767400	186	2	6	2
1532300	36	8	5	2
1768000	150	5	6	2
1529800	138	2	5	2
1771100	81	8	6	2
1768500	96	8	6	2
1539200	75	1	2	1
1532200	111	10	5	2
1533100	90	9	5	2
1789800	99	6	3	1
1530400	111	4	5	2
1769202	87	9	6	2
1531400	75	6	5	2
1761803	102	6	6	2
1769102	408	7	6	2
1538100	75	4	3	1
1790500	69	1	3	1
1536700	45	3	2	1
1531500	54	6	5	2
1789900	51	3	3	1
1761300	36	3	2	1
1762300	78	5	3	1
1534401	36	6	1	1
1760700	111	4	3	1
1761600	90	2	3	1
1537200	48	3	2	1
1534700	12	6	1	1
1774400	75	1	4	1
1536200	21	2	1	1
1763202	27	5	2	1
1880800	183	9	6	2
1760600	90	2	3	1
1534000	108	8	1	1
1884201	33	4	3	1
1883206	6	6	6	2
1879200	12	9	6	2
1880700	162	8	6	2
1883300	108	5	6	2
1879800	150	7	6	2
1515800	54	2	2	1
1778400	69	6	3	1
1878800	228	7	6	2
1878900	138	8	6	2
1878700	75	8	6	2
2229802	12	5	1	1
2227900	21	5	1	1
1882515	21	3	2	1
1882701	24	3	3	1
1882514	0	3	2	1
1882511	63	7	2	1
1773400	33	5	2	1
1773200	30	5	1	1
2225500	18	9	2	1
1777000	54	4	2	1
2227600	63	4	2	1
1856900	330	3	5	2
1859402	12	6	2	1
1873005	219	9	5	2
1856700	57	5	5	2
1873003	267	10	5	2
1858700	126	7	5	2
2225200	66	9	1	1
2228900	33	4	2	1
1854400	81	7	3	1
2224400	24	4	1	1
1855304	0	8	5	2
1854200	42	5	3	1
