"","variable","ReportWeek","ave.week.sum"
"840","amount",2013-10-11,7.6
"841","amount",2013-10-18,12.1
"842","amount",2013-10-25,7.7
"843","amount",2013-11-01,6.7
"844","amount",2013-11-08,13.1
"845","amount",2013-11-15,0.8
"846","amount",2013-11-22,0
"847","amount",2013-11-29,71.3
"848","amount",2013-12-06,14.7
"849","amount",2013-12-13,1.6
"850","amount",2013-12-20,14.4
"851","amount",2013-12-27,13.6
"852","amount",2014-01-03,3.4
"853","amount",2014-01-10,1.3
"854","amount",2014-01-17,0
"855","amount",2014-01-24,20.2
"856","amount",2014-01-31,18.3
"857","amount",2014-02-07,17.3
"858","amount",2014-02-14,19.6
"859","amount",2014-02-21,0
"860","amount",2014-02-28,0.1
"861","amount",2014-03-07,1.4
"862","amount",2014-03-14,0.2
"863","amount",2014-03-21,7.4
"864","amount",2014-03-28,6.4
"865","amount",2014-04-04,0.5
"866","amount",2014-04-11,55.8
"867","amount",2014-04-18,73.6
"868","amount",2014-04-25,4.3
"869","amount",2014-05-02,0.6
"870","amount",2014-05-09,1.7
"871","amount",2014-05-16,14.6
"872","amount",2014-05-23,0.2
"873","amount",2014-05-30,2.7
"874","amount",2014-06-06,8
"875","amount",2014-06-13,88.1
"876","amount",2014-06-20,2.4
"877","amount",2014-06-27,0.7
"878","amount",2014-07-04,4.2
"879","amount",2014-07-11,8.1
"880","amount",2014-07-18,2.1
"881","amount",2014-07-25,41.6
"882","amount",2014-08-01,0.1
"883","amount",2014-08-08,15.4
"884","amount",2014-08-15,8.1
"885","amount",2014-08-22,18.8
"886","amount",2014-08-29,1
"887","amount",2014-09-05,28.1
"888","amount",2014-09-12,9.6
"889","amount",2014-09-19,3.9
"890","amount",2014-09-26,3.1
"891","amount",2014-10-03,20.7
"892","amount",2014-10-10,4.3
"893","amount",2014-10-17,0
"894","amount",2014-10-24,24.7
"895","amount",2014-10-31,8.8
"896","amount",2014-11-07,15.7
"897","amount",2014-11-14,1.9
"898","amount",2014-11-21,1.9
"899","amount",2014-11-28,6.1
"900","amount",2014-12-05,4.2
"901","amount",2014-12-12,31
"902","amount",2014-12-19,26.8
"903","amount",2014-12-26,0
"904","amount",2015-01-02,0
"905","amount",2015-01-09,0.2
"906","amount",2015-01-16,6.1
"907","amount",2015-01-23,11.3
"908","amount",2015-01-30,5
"909","amount",2015-02-06,4.5
"910","amount",2015-02-13,7.3
"911","amount",2015-02-20,0.1
"912","amount",2015-02-27,5.7
"913","amount",2015-03-06,0.1
"914","amount",2015-03-13,14.4
"915","amount",2015-03-20,38.8
"916","amount",2015-03-27,0
"917","amount",2015-04-03,3
"918","amount",2015-04-10,48.3
"919","amount",2015-04-17,2.9
"920","amount",2015-04-24,3.3
"921","amount",2015-05-01,1.4
"922","amount",2015-05-08,0.2
"923","amount",2015-05-15,16
"924","amount",2015-05-22,0.5
"925","amount",2015-05-29,29.3
"926","amount",2015-06-05,6
"927","amount",2015-06-12,2.2
"928","amount",2015-06-19,3.8
"929","amount",2015-06-26,20.8
"930","amount",2015-07-03,0.8
"931","amount",2015-07-10,25.9
"932","amount",2015-07-17,2.2
"933","amount",2015-07-24,13
"934","amount",2015-07-31,6.2
"935","amount",2015-08-07,8.4
"936","amount",2015-08-14,6.1
"937","amount",2015-08-21,17.9
"938","amount",2015-08-28,4.6
"939","amount",2015-09-04,15.6
"940","amount",2015-09-11,0.9
"941","amount",2015-09-18,0.1
"942","amount",2015-09-25,153.3
"943","amount",2015-10-02,1.8
"944","amount",2015-10-09,0
"945","amount",2015-10-16,3.9
"946","amount",2015-10-23,6.9
"947","amount",2015-10-30,12.4
"948","amount",2015-11-06,35.7
"949","amount",2015-11-13,11.5
"950","amount",2015-11-20,13.1
"951","amount",2015-11-27,0.3
"952","amount",2015-12-04,4.8
"953","amount",2015-12-11,1.4
"954","amount",2015-12-18,15.7
"955","amount",2015-12-25,1.2
"956","amount",2016-01-01,0.2
"957","amount",2016-01-08,31.3
"958","amount",2016-01-15,1.2
"959","amount",2016-01-22,6.4
"960","amount",2016-01-29,23.95
"961","amount",2016-02-05,1.5
"962","amount",2016-02-12,1.1
"963","amount",2016-02-19,6.1
"964","amount",2016-02-26,0.4
"965","amount",2016-03-04,8.2
"966","amount",2016-03-11,0.5
"967","amount",2016-03-18,14.7
"968","amount",2016-03-25,46.2
"969","amount",2016-04-01,3.4
"970","amount",2016-04-08,6.95
"971","amount",2016-04-15,5.45
"972","amount",2016-04-22,3.9
"973","amount",2016-04-29,0.7
"974","amount",2016-05-06,0.8
"975","amount",2016-05-13,0.4
"976","amount",2016-05-20,8.7
"977","amount",2016-05-27,4.7
"978","amount",2016-06-03,0.8
"979","amount",2016-06-10,1.6
"980","amount",2016-06-17,1.2
"981","amount",2016-06-24,9.2
"982","amount",2016-07-01,51.1
"983","amount",2016-07-08,45
"984","amount",2016-07-15,8.1
"985","amount",2016-07-22,1.7
"986","amount",2016-07-29,1.2
"987","amount",2016-08-05,90.7
"988","amount",2016-08-12,41.6
"989","amount",2016-08-19,7.8
"990","amount",2016-08-26,18.3
"991","amount",2016-09-02,0.1
"992","amount",2016-09-09,29.9
"993","amount",2016-09-16,1.5
"994","amount",2016-09-23,29.2
"995","amount",2016-09-30,21.4
"996","amount",2016-10-07,8.3
"997","amount",2016-10-14,1.3
"998","amount",2016-10-21,9.6
"999","amount",2016-10-28,0.1
"1000","amount",2016-11-04,11.3
"1001","amount",2016-11-11,6.1
"1002","amount",2016-11-18,12.2
"1003","amount",2016-11-25,0.1
"1004","amount",2016-12-02,7
"1005","amount",2016-12-09,1.7
"1006","amount",2016-12-16,0.3
"1007","amount",2016-12-23,10.8
"1008","amount",2016-12-30,0.4
"1009","runoff",1997-09-12,NA
"1010","runoff",1997-09-19,NA
"1011","runoff",1997-09-26,NA
"1012","runoff",1997-10-03,NA
"1013","runoff",1997-10-10,NA
"1014","runoff",1997-10-17,NA
"1015","runoff",1997-10-24,NA
"1016","runoff",1997-10-31,NA
"1017","runoff",1997-11-07,NA
"1018","runoff",1997-11-14,NA
"1019","runoff",1997-11-21,NA
"1020","runoff",1997-11-28,0
"1021","runoff",1997-12-05,0
"1022","runoff",1997-12-12,0
"1023","runoff",1997-12-19,0
"1024","runoff",1997-12-26,0
"1025","runoff",1998-01-02,0
"1026","runoff",1998-01-09,0
"1027","runoff",1998-01-16,0
"1028","runoff",1998-01-23,0
"1029","runoff",1998-01-30,0
"1030","runoff",1998-02-06,0
"1031","runoff",1998-02-13,0
"1032","runoff",1998-02-20,0
"1033","runoff",1998-02-27,0
"1034","runoff",1998-03-06,0
"1035","runoff",1998-03-13,0
"1036","runoff",1998-03-20,0
"1037","runoff",1998-03-27,0
"1038","runoff",1998-04-03,0
"1039","runoff",1998-04-10,0
"1040","runoff",1998-04-17,0
"1041","runoff",1998-04-24,0
"1042","runoff",1998-05-01,0
"1043","runoff",1998-05-08,0
"1044","runoff",1998-05-15,0
"1045","runoff",1998-05-22,0
"1046","runoff",1998-05-29,0
"1047","runoff",1998-06-05,0
"1048","runoff",1998-06-12,0
"1049","runoff",1998-06-19,0
"1050","runoff",1998-06-26,0
"1051","runoff",1998-07-03,0
"1052","runoff",1998-07-10,0
"1053","runoff",1998-07-17,27
"1054","runoff",1998-07-24,0
"1055","runoff",1998-07-31,31.1
"1056","runoff",1998-08-07,0
"1057","runoff",1998-08-14,4.9
"1058","runoff",1998-08-21,6.8
"1059","runoff",1998-08-28,0
"1060","runoff",1998-09-04,0
"1061","runoff",1998-09-11,0
"1062","runoff",1998-09-18,0
"1063","runoff",1998-09-25,0
"1064","runoff",1998-10-02,0
"1065","runoff",1998-10-09,0
"1066","runoff",1998-10-16,0
"1067","runoff",1998-10-23,0
"1068","runoff",1998-10-30,0
"1069","runoff",1998-11-06,0
"1070","runoff",1998-11-13,0
"1071","runoff",1998-11-20,0
"1072","runoff",1998-11-27,0
"1073","runoff",1998-12-04,0
"1074","runoff",1998-12-11,0
"1075","runoff",1998-12-18,0
"1076","runoff",1998-12-25,0
"1077","runoff",1999-01-01,0
"1078","runoff",1999-01-08,0
"1079","runoff",1999-01-15,0
"1080","runoff",1999-01-22,0
"1081","runoff",1999-01-29,0
"1082","runoff",1999-02-05,0
"1083","runoff",1999-02-12,0
"1084","runoff",1999-02-19,0
"1085","runoff",1999-02-26,0
"1086","runoff",1999-03-05,0
"1087","runoff",1999-03-12,0
"1088","runoff",1999-03-19,0
"1089","runoff",1999-03-26,0
"1090","runoff",1999-04-02,0
"1091","runoff",1999-04-09,0
"1092","runoff",1999-04-16,0
"1093","runoff",1999-04-23,0
"1094","runoff",1999-04-30,0
"1095","runoff",1999-05-07,26.6
"1096","runoff",1999-05-14,0
"1097","runoff",1999-05-21,0
"1098","runoff",1999-05-28,0
"1099","runoff",1999-06-04,81.1
"1100","runoff",1999-06-11,14
"1101","runoff",1999-06-18,0.5
"1102","runoff",1999-06-25,0
"1103","runoff",1999-07-02,0
"1104","runoff",1999-07-09,0
"1105","runoff",1999-07-16,12.6
"1106","runoff",1999-07-23,0.1
"1107","runoff",1999-07-30,6.9
"1108","runoff",1999-08-06,5.5
"1109","runoff",1999-08-13,0
"1110","runoff",1999-08-20,0
"1111","runoff",1999-08-27,0
"1112","runoff",1999-09-03,0
"1113","runoff",1999-09-10,0
"1114","runoff",1999-09-17,0
"1115","runoff",1999-09-24,0
"1116","runoff",1999-10-01,0
"1117","runoff",1999-10-08,0
"1118","runoff",1999-10-15,0
"1119","runoff",1999-10-22,0
"1120","runoff",1999-10-29,0
"1121","runoff",1999-11-05,0
"1122","runoff",1999-11-12,0
"1123","runoff",1999-11-19,0
"1124","runoff",1999-11-26,0
"1125","runoff",1999-12-03,0
"1126","runoff",1999-12-10,0
"1127","runoff",1999-12-17,0
"1128","runoff",1999-12-24,0
"1129","runoff",1999-12-31,0
"1130","runoff",2000-01-07,0
"1131","runoff",2000-01-14,0
"1132","runoff",2000-01-21,0
"1133","runoff",2000-01-28,0
"1134","runoff",2000-02-04,0
"1135","runoff",2000-02-11,0
"1136","runoff",2000-02-18,0
"1137","runoff",2000-02-25,0
"1138","runoff",2000-03-03,0
"1139","runoff",2000-03-10,0
"1140","runoff",2000-03-17,0
"1141","runoff",2000-03-24,0
"1142","runoff",2000-03-31,0
"1143","runoff",2000-04-07,0
"1144","runoff",2000-04-14,0
"1145","runoff",2000-04-21,0
"1146","runoff",2000-04-28,0
"1147","runoff",2000-05-05,0
"1148","runoff",2000-05-12,0
"1149","runoff",2000-05-19,0
"1150","runoff",2000-05-26,0
"1151","runoff",2000-06-02,0
"1152","runoff",2000-06-09,3.2
"1153","runoff",2000-06-16,1.6
"1154","runoff",2000-06-23,0
"1155","runoff",2000-06-30,0
"1156","runoff",2000-07-07,75.1
"1157","runoff",2000-07-14,26.2
"1158","runoff",2000-07-21,10.3
"1159","runoff",2000-07-28,0
"1160","runoff",2000-08-04,0
"1161","runoff",2000-08-11,0
"1162","runoff",2000-08-18,0
"1163","runoff",2000-08-25,0
"1164","runoff",2000-09-01,0
"1165","runoff",2000-09-08,0
"1166","runoff",2000-09-15,0
"1167","runoff",2000-09-22,0
"1168","runoff",2000-09-29,0
"1169","runoff",2000-10-06,0
"1170","runoff",2000-10-13,0
"1171","runoff",2000-10-20,0
"1172","runoff",2000-10-27,0
"1173","runoff",2000-11-03,0
"1174","runoff",2000-11-10,0
"1175","runoff",2000-11-17,0
"1176","runoff",2000-11-24,0
"1177","runoff",2000-12-01,0
"1178","runoff",2000-12-08,0
"1179","runoff",2000-12-15,0
"1180","runoff",2000-12-22,0
"1181","runoff",2000-12-29,0
"1182","runoff",2001-01-05,0
"1183","runoff",2001-01-12,0
"1184","runoff",2001-01-19,0
"1185","runoff",2001-01-26,0
"1186","runoff",2001-02-02,0
"1187","runoff",2001-02-09,0
"1188","runoff",2001-02-16,0
"1189","runoff",2001-02-23,0
"1190","runoff",2001-03-02,0
"1191","runoff",2001-03-09,0
"1192","runoff",2001-03-16,0
"1193","runoff",2001-03-23,0
"1194","runoff",2001-03-30,0
"1195","runoff",2001-04-06,0
"1196","runoff",2001-04-13,0
"1197","runoff",2001-04-20,0
"1198","runoff",2001-04-27,0
"1199","runoff",2001-05-04,0
"1200","runoff",2001-05-11,0
"1201","runoff",2001-05-18,0
"1202","runoff",2001-05-25,0
"1203","runoff",2001-06-01,0
"1204","runoff",2001-06-08,0
"1205","runoff",2001-06-15,0
"1206","runoff",2001-06-22,0
"1207","runoff",2001-06-29,0
"1208","runoff",2001-07-06,0
"1209","runoff",2001-07-13,0
"1210","runoff",2001-07-20,0
"1211","runoff",2001-07-27,0.5
"1212","runoff",2001-08-03,0
"1213","runoff",2001-08-10,0
"1214","runoff",2001-08-17,35.7
"1215","runoff",2001-08-24,0
"1216","runoff",2001-08-31,0
"1217","runoff",2001-09-07,5.7
"1218","runoff",2001-09-14,0
"1219","runoff",2001-09-21,0
"1220","runoff",2001-09-28,0
"1221","runoff",2001-10-05,0
"1222","runoff",2001-10-12,3.5
"1223","runoff",2001-10-19,0
"1224","runoff",2001-10-26,8.8
"1225","runoff",2001-11-02,8.8
"1226","runoff",2001-11-09,0
"1227","runoff",2001-11-16,0
"1228","runoff",2001-11-23,0
"1229","runoff",2001-11-30,0
"1230","runoff",2001-12-07,0
"1231","runoff",2001-12-14,0
"1232","runoff",2001-12-21,0
"1233","runoff",2001-12-28,0
"1234","runoff",2002-01-04,0
"1235","runoff",2002-01-11,0
"1236","runoff",2002-01-18,0
"1237","runoff",2002-01-25,0
"1238","runoff",2002-02-01,0
"1239","runoff",2002-02-08,0
"1240","runoff",2002-02-15,0
"1241","runoff",2002-02-22,0
"1242","runoff",2002-03-01,0
"1243","runoff",2002-03-08,0
"1244","runoff",2002-03-15,0
"1245","runoff",2002-03-22,0
"1246","runoff",2002-03-29,0
"1247","runoff",2002-04-05,0
"1248","runoff",2002-04-12,0
"1249","runoff",2002-04-19,0
"1250","runoff",2002-04-26,0
"1251","runoff",2002-05-03,0
"1252","runoff",2002-05-10,0
"1253","runoff",2002-05-17,0
"1254","runoff",2002-05-24,0
"1255","runoff",2002-05-31,0
"1256","runoff",2002-06-07,0
"1257","runoff",2002-06-14,0
"1258","runoff",2002-06-21,0
"1259","runoff",2002-06-28,0
"1260","runoff",2002-07-05,7.4
"1261","runoff",2002-07-12,0
"1262","runoff",2002-07-19,19.7
"1263","runoff",2002-07-26,44.1
"1264","runoff",2002-08-02,19
"1265","runoff",2002-08-09,24.7
"1266","runoff",2002-08-16,0
"1267","runoff",2002-08-23,0
"1268","runoff",2002-08-30,0
"1269","runoff",2002-09-06,0
"1270","runoff",2002-09-13,0
"1271","runoff",2002-09-20,0
"1272","runoff",2002-09-27,0
"1273","runoff",2002-10-04,0
"1274","runoff",2002-10-11,0
"1275","runoff",2002-10-18,0
"1276","runoff",2002-10-25,0
"1277","runoff",2002-11-01,0
"1278","runoff",2002-11-08,0
"1279","runoff",2002-11-15,0
"1280","runoff",2002-11-22,0
"1281","runoff",2002-11-29,0
"1282","runoff",2002-12-06,0
"1283","runoff",2002-12-13,0
"1284","runoff",2002-12-20,0
"1285","runoff",2002-12-27,0
"1286","runoff",2003-01-03,0
"1287","runoff",2003-01-10,0
"1288","runoff",2003-01-17,0
"1289","runoff",2003-01-24,0
"1290","runoff",2003-01-31,0
"1291","runoff",2003-02-07,0
"1292","runoff",2003-02-14,0
"1293","runoff",2003-02-21,0
"1294","runoff",2003-02-28,0
"1295","runoff",2003-03-07,0
"1296","runoff",2003-03-14,0
"1297","runoff",2003-03-21,0
"1298","runoff",2003-03-28,0
"1299","runoff",2003-04-04,0
"1300","runoff",2003-04-11,0
"1301","runoff",2003-04-18,0
"1302","runoff",2003-04-25,0
"1303","runoff",2003-05-02,0
"1304","runoff",2003-05-09,0
"1305","runoff",2003-05-16,0
"1306","runoff",2003-05-23,0
"1307","runoff",2003-05-30,0
"1308","runoff",2003-06-06,0
"1309","runoff",2003-06-13,0
"1310","runoff",2003-06-20,0
"1311","runoff",2003-06-27,0
"1312","runoff",2003-07-04,0
"1313","runoff",2003-07-11,0
"1314","runoff",2003-07-18,0
"1315","runoff",2003-07-25,0
"1316","runoff",2003-08-01,0
"1317","runoff",2003-08-08,0
"1318","runoff",2003-08-15,0
"1319","runoff",2003-08-22,45
"1320","runoff",2003-08-29,45.6
"1321","runoff",2003-09-05,39.8
"1322","runoff",2003-09-12,52.8
"1323","runoff",2003-09-19,0
"1324","runoff",2003-09-26,0
"1325","runoff",2003-10-03,0
"1326","runoff",2003-10-10,0
"1327","runoff",2003-10-17,0
"1328","runoff",2003-10-24,0
"1329","runoff",2003-10-31,0
"1330","runoff",2003-11-07,0
"1331","runoff",2003-11-14,0
"1332","runoff",2003-11-21,0
"1333","runoff",2003-11-28,0
"1334","runoff",2003-12-05,0
"1335","runoff",2003-12-12,0
"1336","runoff",2003-12-19,0
"1337","runoff",2003-12-26,0
"1338","runoff",2004-01-02,0
"1339","runoff",2004-01-09,0
"1340","runoff",2004-01-16,0
"1341","runoff",2004-01-23,0
"1342","runoff",2004-01-30,0
"1343","runoff",2004-02-06,0
"1344","runoff",2004-02-13,0
"1345","runoff",2004-02-20,0
"1346","runoff",2004-02-27,0
"1347","runoff",2004-03-05,0
"1348","runoff",2004-03-12,0
"1349","runoff",2004-03-19,0
"1350","runoff",2004-03-26,0
"1351","runoff",2004-04-02,0
"1352","runoff",2004-04-09,0
"1353","runoff",2004-04-16,0
"1354","runoff",2004-04-23,0
"1355","runoff",2004-04-30,0
"1356","runoff",2004-05-07,0
"1357","runoff",2004-05-14,0
"1358","runoff",2004-05-21,0
"1359","runoff",2004-05-28,0
"1360","runoff",2004-06-04,0
"1361","runoff",2004-06-11,0
"1362","runoff",2004-06-18,0
"1363","runoff",2004-06-25,0
"1364","runoff",2004-07-02,35.1
"1365","runoff",2004-07-09,0
"1366","runoff",2004-07-16,8
"1367","runoff",2004-07-23,40.7
"1368","runoff",2004-07-30,3.4
"1369","runoff",2004-08-06,2.1
"1370","runoff",2004-08-13,0
"1371","runoff",2004-08-20,22.6
"1372","runoff",2004-08-27,0
"1373","runoff",2004-09-03,0
"1374","runoff",2004-09-10,0
"1375","runoff",2004-09-17,0
"1376","runoff",2004-09-24,0
"1377","runoff",2004-10-01,0
"1378","runoff",2004-10-08,0
"1379","runoff",2004-10-15,0
"1380","runoff",2004-10-22,0
"1381","runoff",2004-10-29,0
"1382","runoff",2004-11-05,0
"1383","runoff",2004-11-12,0
"1384","runoff",2004-11-19,0
"1385","runoff",2004-11-26,0
"1386","runoff",2004-12-03,0
"1387","runoff",2004-12-10,0
"1388","runoff",2004-12-17,0
"1389","runoff",2004-12-24,0
"1390","runoff",2004-12-31,0
"1391","runoff",2005-01-07,0
"1392","runoff",2005-01-14,0
"1393","runoff",2005-01-21,0
"1394","runoff",2005-01-28,0
"1395","runoff",2005-02-04,0
"1396","runoff",2005-02-11,0
"1397","runoff",2005-02-18,0
"1398","runoff",2005-02-25,0
"1399","runoff",2005-03-04,0
"1400","runoff",2005-03-11,0
"1401","runoff",2005-03-18,0
"1402","runoff",2005-03-25,0
"1403","runoff",2005-04-01,0
"1404","runoff",2005-04-08,0
"1405","runoff",2005-04-15,0
"1406","runoff",2005-04-22,0
"1407","runoff",2005-04-29,0
"1408","runoff",2005-05-06,0
"1409","runoff",2005-05-13,0
"1410","runoff",2005-05-20,19.4
"1411","runoff",2005-05-27,0
"1412","runoff",2005-06-03,4.8
"1413","runoff",2005-06-10,0
"1414","runoff",2005-06-17,63.6
"1415","runoff",2005-06-24,8.9
"1416","runoff",2005-07-01,12.45
"1417","runoff",2005-07-08,0
"1418","runoff",2005-07-15,20.55
"1419","runoff",2005-07-22,64.75
"1420","runoff",2005-07-29,0
"1421","runoff",2005-08-05,0.75
"1422","runoff",2005-08-12,0
"1423","runoff",2005-08-19,0
"1424","runoff",2005-08-26,0
"1425","runoff",2005-09-02,0
"1426","runoff",2005-09-09,0
"1427","runoff",2005-09-16,0
"1428","runoff",2005-09-23,0
"1429","runoff",2005-09-30,0
"1430","runoff",2005-10-07,0
"1431","runoff",2005-10-14,0
"1432","runoff",2005-10-21,55.7
"1433","runoff",2005-10-28,0
"1434","runoff",2005-11-04,0
"1435","runoff",2005-11-11,0
"1436","runoff",2005-11-18,0
"1437","runoff",2005-11-25,0
"1438","runoff",2005-12-02,0
"1439","runoff",2005-12-09,0
"1440","runoff",2005-12-16,0
"1441","runoff",2005-12-23,0
"1442","runoff",2005-12-30,0
"1443","runoff",2006-01-06,0
"1444","runoff",2006-01-13,0
"1445","runoff",2006-01-20,0
"1446","runoff",2006-01-27,0
"1447","runoff",2006-02-03,0
"1448","runoff",2006-02-10,0
"1449","runoff",2006-02-17,0
"1450","runoff",2006-02-24,0
"1451","runoff",2006-03-03,0
"1452","runoff",2006-03-10,0
"1453","runoff",2006-03-17,0
"1454","runoff",2006-03-24,0
"1455","runoff",2006-03-31,0
"1456","runoff",2006-04-07,0
"1457","runoff",2006-04-14,0
"1458","runoff",2006-04-21,0
"1459","runoff",2006-04-28,0
"1460","runoff",2006-05-05,71.15
"1461","runoff",2006-05-12,0.15
"1462","runoff",2006-05-19,0
"1463","runoff",2006-05-26,0
"1464","runoff",2006-06-02,0
"1465","runoff",2006-06-09,0
"1466","runoff",2006-06-16,0
"1467","runoff",2006-06-23,46.25
"1468","runoff",2006-06-30,12.4
"1469","runoff",2006-07-07,67.8
"1470","runoff",2006-07-14,18.1
"1471","runoff",2006-07-21,66.7
"1472","runoff",2006-07-28,0
"1473","runoff",2006-08-04,0
"1474","runoff",2006-08-11,30.75
"1475","runoff",2006-08-18,0
"1476","runoff",2006-08-25,0
"1477","runoff",2006-09-01,0
"1478","runoff",2006-09-08,0
"1479","runoff",2006-09-15,0
"1480","runoff",2006-09-22,0
"1481","runoff",2006-09-29,0
"1482","runoff",2006-10-06,0
"1483","runoff",2006-10-13,0
"1484","runoff",2006-10-20,0
"1485","runoff",2006-10-27,0
"1486","runoff",2006-11-03,0
"1487","runoff",2006-11-10,0
"1488","runoff",2006-11-17,0
"1489","runoff",2006-11-24,0
"1490","runoff",2006-12-01,0
"1491","runoff",2006-12-08,0
"1492","runoff",2006-12-15,0
"1493","runoff",2006-12-22,0
"1494","runoff",2006-12-29,0
"1495","runoff",2007-01-05,0
"1496","runoff",2007-01-12,0
"1497","runoff",2007-01-19,0
"1498","runoff",2007-01-26,0
"1499","runoff",2007-02-02,0
"1500","runoff",2007-02-09,0
"1501","runoff",2007-02-16,0
"1502","runoff",2007-02-23,0
"1503","runoff",2007-03-02,0
"1504","runoff",2007-03-09,0
"1505","runoff",2007-03-16,0
"1506","runoff",2007-03-23,0
"1507","runoff",2007-03-30,0
"1508","runoff",2007-04-06,0
"1509","runoff",2007-04-13,0
"1510","runoff",2007-04-20,0
"1511","runoff",2007-04-27,0
"1512","runoff",2007-05-04,0
"1513","runoff",2007-05-11,0
"1514","runoff",2007-05-18,0
"1515","runoff",2007-05-25,0
"1516","runoff",2007-06-01,0
"1517","runoff",2007-06-08,0
"1518","runoff",2007-06-15,0
"1519","runoff",2007-06-22,0
"1520","runoff",2007-06-29,0
"1521","runoff",2007-07-06,0
"1522","runoff",2007-07-13,0
"1523","runoff",2007-07-20,98.65
"1524","runoff",2007-07-27,2.35
"1525","runoff",2007-08-03,7.95
"1526","runoff",2007-08-10,0
"1527","runoff",2007-08-17,0
"1528","runoff",2007-08-24,0
"1529","runoff",2007-08-31,10.5
"1530","runoff",2007-09-07,2.25
"1531","runoff",2007-09-14,10.65
"1532","runoff",2007-09-21,0
"1533","runoff",2007-09-28,0
"1534","runoff",2007-10-05,0
"1535","runoff",2007-10-12,0
"1536","runoff",2007-10-19,0
"1537","runoff",2007-10-26,0
"1538","runoff",2007-11-02,0
"1539","runoff",2007-11-09,0
"1540","runoff",2007-11-16,0
"1541","runoff",2007-11-23,0
"1542","runoff",2007-11-30,0
"1543","runoff",2007-12-07,0
"1544","runoff",2007-12-14,0
"1545","runoff",2007-12-21,0
"1546","runoff",2007-12-28,0
"1547","runoff",2008-01-04,0
"1548","runoff",2008-01-11,0
"1549","runoff",2008-01-18,0
"1550","runoff",2008-01-25,0
"1551","runoff",2008-02-01,0
"1552","runoff",2008-02-08,0
"1553","runoff",2008-02-15,0
"1554","runoff",2008-02-22,0
"1555","runoff",2008-02-29,0
"1556","runoff",2008-03-07,0
"1557","runoff",2008-03-14,0
"1558","runoff",2008-03-21,0
"1559","runoff",2008-03-28,0
"1560","runoff",2008-04-04,0
"1561","runoff",2008-04-11,0
"1562","runoff",2008-04-18,0
"1563","runoff",2008-04-25,0
"1564","runoff",2008-05-02,0
"1565","runoff",2008-05-09,0
"1566","runoff",2008-05-16,0
"1567","runoff",2008-05-23,1.25
"1568","runoff",2008-05-30,21.85
"1569","runoff",2008-06-06,2.3
"1570","runoff",2008-06-13,0
"1571","runoff",2008-06-20,15.65
"1572","runoff",2008-06-27,0
"1573","runoff",2008-07-04,10.7
"1574","runoff",2008-07-11,0
"1575","runoff",2008-07-18,0
"1576","runoff",2008-07-25,0
"1577","runoff",2008-08-01,106.55
"1578","runoff",2008-08-08,0
"1579","runoff",2008-08-15,0
"1580","runoff",2008-08-22,0
"1581","runoff",2008-08-29,2.55
"1582","runoff",2008-09-05,0
"1583","runoff",2008-09-12,0
"1584","runoff",2008-09-19,0
"1585","runoff",2008-09-26,0
"1586","runoff",2008-10-03,0
"1587","runoff",2008-10-10,0
"1588","runoff",2008-10-17,0
"1589","runoff",2008-10-24,0
"1590","runoff",2008-10-31,0
"1591","runoff",2008-11-07,0
"1592","runoff",2008-11-14,0
"1593","runoff",2008-11-21,0
"1594","runoff",2008-11-28,0
"1595","runoff",2008-12-05,0
"1596","runoff",2008-12-12,0
"1597","runoff",2008-12-19,0
"1598","runoff",2008-12-26,0
"1599","runoff",2009-01-02,0
"1600","runoff",2009-01-09,0
"1601","runoff",2009-01-16,0
"1602","runoff",2009-01-23,0
"1603","runoff",2009-01-30,0
"1604","runoff",2009-02-06,0
"1605","runoff",2009-02-13,0
"1606","runoff",2009-02-20,0
"1607","runoff",2009-02-27,0
"1608","runoff",2009-03-06,0
"1609","runoff",2009-03-13,0
"1610","runoff",2009-03-20,0
"1611","runoff",2009-03-27,0
"1612","runoff",2009-04-03,0
"1613","runoff",2009-04-10,0
"1614","runoff",2009-04-17,0
"1615","runoff",2009-04-24,0
"1616","runoff",2009-05-01,0
"1617","runoff",2009-05-08,0
"1618","runoff",2009-05-15,0
"1619","runoff",2009-05-22,0
"1620","runoff",2009-05-29,0
"1621","runoff",2009-06-05,0
"1622","runoff",2009-06-12,0
"1623","runoff",2009-06-19,0
"1624","runoff",2009-06-26,0
"1625","runoff",2009-07-03,68.35
"1626","runoff",2009-07-10,16.2
"1627","runoff",2009-07-17,35.65
"1628","runoff",2009-07-24,2.3
"1629","runoff",2009-07-31,0
"1630","runoff",2009-08-07,0
"1631","runoff",2009-08-14,0
"1632","runoff",2009-08-21,13.5
"1633","runoff",2009-08-28,0
"1634","runoff",2009-09-04,0
"1635","runoff",2009-09-11,0
"1636","runoff",2009-09-18,0
"1637","runoff",2009-09-25,0.95
"1638","runoff",2009-10-02,10.05
"1639","runoff",2009-10-09,58.7
"1640","runoff",2009-10-16,0
"1641","runoff",2009-10-23,0
"1642","runoff",2009-10-30,0
"1643","runoff",2009-11-06,0
"1644","runoff",2009-11-13,0
"1645","runoff",2009-11-20,0
"1646","runoff",2009-11-27,0
"1647","runoff",2009-12-04,0
"1648","runoff",2009-12-11,0
"1649","runoff",2009-12-18,0
"1650","runoff",2009-12-25,0
"1651","runoff",2010-01-01,0
"1652","runoff",2010-01-08,0
"1653","runoff",2010-01-15,0
