"","variable","ReportWeek","ave.week.sum"
"1654","runoff",2010-01-22,0
"1655","runoff",2010-01-29,0
"1656","runoff",2010-02-05,0
"1657","runoff",2010-02-12,0
"1658","runoff",2010-02-19,0
"1659","runoff",2010-02-26,0
"1660","runoff",2010-03-05,0
"1661","runoff",2010-03-12,0
"1662","runoff",2010-03-19,0
"1663","runoff",2010-03-26,0
"1664","runoff",2010-04-02,0
"1665","runoff",2010-04-09,0
"1666","runoff",2010-04-16,0
"1667","runoff",2010-04-23,0
"1668","runoff",2010-04-30,0
"1669","runoff",2010-05-07,0
"1670","runoff",2010-05-14,0
"1671","runoff",2010-05-21,0
"1672","runoff",2010-05-28,6.5
"1673","runoff",2010-06-04,91.35
"1674","runoff",2010-06-11,11.2
"1675","runoff",2010-06-18,0
"1676","runoff",2010-06-25,32.4
"1677","runoff",2010-07-02,23.6
"1678","runoff",2010-07-09,41.9
"1679","runoff",2010-07-16,4.8
"1680","runoff",2010-07-23,25.3
"1681","runoff",2010-07-30,0.9
"1682","runoff",2010-08-06,2.8
"1683","runoff",2010-08-13,2.9
"1684","runoff",2010-08-20,18.2
"1685","runoff",2010-08-27,0
"1686","runoff",2010-09-03,21.7
"1687","runoff",2010-09-10,5.8
"1688","runoff",2010-09-17,1
"1689","runoff",2010-09-24,0
"1690","runoff",2010-10-01,0
"1691","runoff",2010-10-08,0
"1692","runoff",2010-10-15,0.2
"1693","runoff",2010-10-22,0
"1694","runoff",2010-10-29,0
"1695","runoff",2010-11-05,0
"1696","runoff",2010-11-12,0
"1697","runoff",2010-11-19,0
"1698","runoff",2010-11-26,0
"1699","runoff",2010-12-03,0
"1700","runoff",2010-12-10,0
"1701","runoff",2010-12-17,0
"1702","runoff",2010-12-24,0
"1703","runoff",2010-12-31,0
"1704","runoff",2011-01-07,0
"1705","runoff",2011-01-14,0
"1706","runoff",2011-01-21,0
"1707","runoff",2011-01-28,10.55
"1708","runoff",2011-02-04,0
"1709","runoff",2011-02-11,0
"1710","runoff",2011-02-18,0
"1711","runoff",2011-02-25,0
"1712","runoff",2011-03-04,0
"1713","runoff",2011-03-11,0
"1714","runoff",2011-03-18,0
"1715","runoff",2011-03-25,0
"1716","runoff",2011-04-01,0
"1717","runoff",2011-04-08,0
"1718","runoff",2011-04-15,0
"1719","runoff",2011-04-22,0
"1720","runoff",2011-04-29,50.85
"1721","runoff",2011-05-06,16.55
"1722","runoff",2011-05-13,3
"1723","runoff",2011-05-20,0
"1724","runoff",2011-05-27,2
"1725","runoff",2011-06-03,0
"1726","runoff",2011-06-10,0
"1727","runoff",2011-06-17,0
"1728","runoff",2011-06-24,0
"1729","runoff",2011-07-01,19.8
"1730","runoff",2011-07-08,28.75
"1731","runoff",2011-07-15,0
"1732","runoff",2011-07-22,26
"1733","runoff",2011-07-29,1.3
"1734","runoff",2011-08-05,0
"1735","runoff",2011-08-12,0
"1736","runoff",2011-08-19,7.85
"1737","runoff",2011-08-26,0
"1738","runoff",2011-09-02,0
"1739","runoff",2011-09-09,0
"1740","runoff",2011-09-16,0
"1741","runoff",2011-09-23,0
"1742","runoff",2011-09-30,0
"1743","runoff",2011-10-07,0
"1744","runoff",2011-10-14,0
"1745","runoff",2011-10-21,0
"1746","runoff",2011-10-28,0
"1747","runoff",2011-11-04,0
"1748","runoff",2011-11-11,0
"1749","runoff",2011-11-18,0
"1750","runoff",2011-11-25,0
"1751","runoff",2011-12-02,0
"1752","runoff",2011-12-09,0
"1753","runoff",2011-12-16,0
"1754","runoff",2011-12-23,0
"1755","runoff",2011-12-30,0
"1756","runoff",2012-01-06,0
"1757","runoff",2012-01-13,0
"1758","runoff",2012-01-20,0
"1759","runoff",2012-01-27,0
"1760","runoff",2012-02-03,0
"1761","runoff",2012-02-10,0
"1762","runoff",2012-02-17,0
"1763","runoff",2012-02-24,0
"1764","runoff",2012-03-02,0
"1765","runoff",2012-03-09,0
"1766","runoff",2012-03-16,0
"1767","runoff",2012-03-23,0
"1768","runoff",2012-03-30,0
"1769","runoff",2012-04-06,0.15
"1770","runoff",2012-04-13,8.4
"1771","runoff",2012-04-20,0
"1772","runoff",2012-04-27,0
"1773","runoff",2012-05-04,0
"1774","runoff",2012-05-11,9.75
"1775","runoff",2012-05-18,0
"1776","runoff",2012-05-25,0
"1777","runoff",2012-06-01,0
"1778","runoff",2012-06-08,0
"1779","runoff",2012-06-15,0
"1780","runoff",2012-06-22,0
"1781","runoff",2012-06-29,0
"1782","runoff",2012-07-06,42.5
"1783","runoff",2012-07-13,0
"1784","runoff",2012-07-20,0
"1785","runoff",2012-07-27,62.85
"1786","runoff",2012-08-03,49.9
"1787","runoff",2012-08-10,24.9
"1788","runoff",2012-08-17,11.2
"1789","runoff",2012-08-24,1.6
"1790","runoff",2012-08-31,0
"1791","runoff",2012-09-07,0
"1792","runoff",2012-09-14,0
"1793","runoff",2012-09-21,0
"1794","runoff",2012-09-28,0
"1795","runoff",2012-10-05,0
"1796","runoff",2012-10-12,0
"1797","runoff",2012-10-19,0
"1798","runoff",2012-10-26,0
"1799","runoff",2012-11-02,0
"1800","runoff",2012-11-09,0
"1801","runoff",2012-11-16,0
"1802","runoff",2012-11-23,0
"1803","runoff",2012-11-30,0
"1804","runoff",2012-12-07,0
"1805","runoff",2012-12-14,0
"1806","runoff",2012-12-21,0
"1807","runoff",2012-12-28,0
"1808","runoff",2013-01-04,0
"1809","runoff",2013-01-11,0
"1810","runoff",2013-01-18,0
"1811","runoff",2013-01-25,0
"1812","runoff",2013-02-01,0
"1813","runoff",2013-02-08,0
"1814","runoff",2013-02-15,0
"1815","runoff",2013-02-22,0
"1816","runoff",2013-03-01,0
"1817","runoff",2013-03-08,0
"1818","runoff",2013-03-15,0
"1819","runoff",2013-03-22,0
"1820","runoff",2013-03-29,0
"1821","runoff",2013-04-05,0
"1822","runoff",2013-04-12,0
"1823","runoff",2013-04-19,0
"1824","runoff",2013-04-26,0
"1825","runoff",2013-05-03,0
"1826","runoff",2013-05-10,0
"1827","runoff",2013-05-17,0
"1828","runoff",2013-05-24,0
"1829","runoff",2013-05-31,0
"1830","runoff",2013-06-07,0
"1831","runoff",2013-06-14,15.6
"1832","runoff",2013-06-21,19.1
"1833","runoff",2013-06-28,7.1
"1834","runoff",2013-07-05,0
"1835","runoff",2013-07-12,93.8
"1836","runoff",2013-07-19,32.7
"1837","runoff",2013-07-26,0
"1838","runoff",2013-08-02,0
"1839","runoff",2013-08-09,16.2
"1840","runoff",2013-08-16,34.2
"1841","runoff",2013-08-23,19.1
"1842","runoff",2013-08-30,9.1
"1843","runoff",2013-09-06,14.7
"1844","runoff",2013-09-13,0
"1845","runoff",2013-09-20,0
"1846","runoff",2013-09-27,18.6
"1847","runoff",2013-10-04,0
"1848","runoff",2013-10-11,0
"1849","runoff",2013-10-18,0
"1850","runoff",2013-10-25,0
"1851","runoff",2013-11-01,0
"1852","runoff",2013-11-08,0
"1853","runoff",2013-11-15,0
"1854","runoff",2013-11-22,0
"1855","runoff",2013-11-29,0
"1856","runoff",2013-12-06,0
"1857","runoff",2013-12-13,0
"1858","runoff",2013-12-20,0
"1859","runoff",2013-12-27,0
"1860","runoff",2014-01-03,0
"1861","runoff",2014-01-10,0
"1862","runoff",2014-01-17,0
"1863","runoff",2014-01-24,0
"1864","runoff",2014-01-31,0
"1865","runoff",2014-02-07,0
"1866","runoff",2014-02-14,0
"1867","runoff",2014-02-21,0
"1868","runoff",2014-02-28,0
"1869","runoff",2014-03-07,0
"1870","runoff",2014-03-14,0
"1871","runoff",2014-03-21,0
"1872","runoff",2014-03-28,0
"1873","runoff",2014-04-04,0
"1874","runoff",2014-04-11,0
"1875","runoff",2014-04-18,0
"1876","runoff",2014-04-25,0
"1877","runoff",2014-05-02,0
"1878","runoff",2014-05-09,0
"1879","runoff",2014-05-16,0
"1880","runoff",2014-05-23,0
"1881","runoff",2014-05-30,0
"1882","runoff",2014-06-06,0
"1883","runoff",2014-06-13,30.2
"1884","runoff",2014-06-20,0.6
"1885","runoff",2014-06-27,0
"1886","runoff",2014-07-04,0
"1887","runoff",2014-07-11,0
"1888","runoff",2014-07-18,0
"1889","runoff",2014-07-25,25.3
"1890","runoff",2014-08-01,0
"1891","runoff",2014-08-08,0.8
"1892","runoff",2014-08-15,0
"1893","runoff",2014-08-22,7.15
"1894","runoff",2014-08-29,0
"1895","runoff",2014-09-05,10.2
"1896","runoff",2014-09-12,0
"1897","runoff",2014-09-19,0
"1898","runoff",2014-09-26,0
"1899","runoff",2014-10-03,0
"1900","runoff",2014-10-10,0
"1901","runoff",2014-10-17,0
"1902","runoff",2014-10-24,0
"1903","runoff",2014-10-31,0
"1904","runoff",2014-11-07,0
"1905","runoff",2014-11-14,0
"1906","runoff",2014-11-21,0
"1907","runoff",2014-11-28,0
"1908","runoff",2014-12-05,0
"1909","runoff",2014-12-12,0
"1910","runoff",2014-12-19,0
"1911","runoff",2014-12-26,0
"1912","runoff",2015-01-02,0
"1913","runoff",2015-01-09,0
"1914","runoff",2015-01-16,0
"1915","runoff",2015-01-23,0
"1916","runoff",2015-01-30,0
"1917","runoff",2015-02-06,0
"1918","runoff",2015-02-13,0
"1919","runoff",2015-02-20,0
"1920","runoff",2015-02-27,0
"1921","runoff",2015-03-06,0
"1922","runoff",2015-03-13,0
"1923","runoff",2015-03-20,0
"1924","runoff",2015-03-27,0
"1925","runoff",2015-04-03,0
"1926","runoff",2015-04-10,0
"1927","runoff",2015-04-17,0
"1928","runoff",2015-04-24,0
"1929","runoff",2015-05-01,0
"1930","runoff",2015-05-08,0
"1931","runoff",2015-05-15,0
"1932","runoff",2015-05-22,0
"1933","runoff",2015-05-29,0
"1934","runoff",2015-06-05,0
"1935","runoff",2015-06-12,0
"1936","runoff",2015-06-19,0
"1937","runoff",2015-06-26,0
"1938","runoff",2015-07-03,0
"1939","runoff",2015-07-10,0
"1940","runoff",2015-07-17,0
"1941","runoff",2015-07-24,0
"1942","runoff",2015-07-31,0
"1943","runoff",2015-08-07,0
"1944","runoff",2015-08-14,0
"1945","runoff",2015-08-21,0
"1946","runoff",2015-08-28,0
"1947","runoff",2015-09-04,0
"1948","runoff",2015-09-11,0
"1949","runoff",2015-09-18,0
"1950","runoff",2015-09-25,71.95
"1951","runoff",2015-10-02,0
"1952","runoff",2015-10-09,0
"1953","runoff",2015-10-16,0
"1954","runoff",2015-10-23,0
"1955","runoff",2015-10-30,0
"1956","runoff",2015-11-06,0
"1957","runoff",2015-11-13,0
"1958","runoff",2015-11-20,0
"1959","runoff",2015-11-27,0
"1960","runoff",2015-12-04,0
"1961","runoff",2015-12-11,0
"1962","runoff",2015-12-18,0
"1963","runoff",2015-12-25,0
"1964","runoff",2016-01-01,0
"1965","runoff",2016-01-08,0
"1966","runoff",2016-01-15,0
"1967","runoff",2016-01-22,0
"1968","runoff",2016-01-29,0
"1969","runoff",2016-02-05,0
"1970","runoff",2016-02-12,0
"1971","runoff",2016-02-19,0
"1972","runoff",2016-02-26,0
"1973","runoff",2016-03-04,0
"1974","runoff",2016-03-11,0
"1975","runoff",2016-03-18,0
"1976","runoff",2016-03-25,0
"1977","runoff",2016-04-01,0
"1978","runoff",2016-04-08,0
"1979","runoff",2016-04-15,0
"1980","runoff",2016-04-22,0
"1981","runoff",2016-04-29,0
"1982","runoff",2016-05-06,0
"1983","runoff",2016-05-13,0
"1984","runoff",2016-05-20,0
"1985","runoff",2016-05-27,0
"1986","runoff",2016-06-03,0
"1987","runoff",2016-06-10,0
"1988","runoff",2016-06-17,0
"1989","runoff",2016-06-24,0
"1990","runoff",2016-07-01,0
"1991","runoff",2016-07-08,0
"1992","runoff",2016-07-15,0
"1993","runoff",2016-07-22,0
"1994","runoff",2016-07-29,0
"1995","runoff",2016-08-05,46.3
"1996","runoff",2016-08-12,37.4
"1997","runoff",2016-08-19,0
"1998","runoff",2016-08-26,7.8
"1999","runoff",2016-09-02,0
"2000","runoff",2016-09-09,7.7
"2001","runoff",2016-09-16,0
"2002","runoff",2016-09-23,7.85
"2003","runoff",2016-09-30,8
"2004","runoff",2016-10-07,0
"2005","runoff",2016-10-14,0
"2006","runoff",2016-10-21,0
"2007","runoff",2016-10-28,0
"2008","runoff",2016-11-04,0
"2009","runoff",2016-11-11,0
"2010","runoff",2016-11-18,0
"2011","runoff",2016-11-25,0
"2012","runoff",2016-12-02,0
"2013","runoff",2016-12-09,0
"2014","runoff",2016-12-16,0
"2015","runoff",2016-12-23,0
"2016","runoff",2016-12-30,0
"2017","deficit",1997-09-12,NA
"2018","deficit",1997-09-19,NA
"2019","deficit",1997-09-26,NA
"2020","deficit",1997-10-03,NA
"2021","deficit",1997-10-10,NA
"2022","deficit",1997-10-17,NA
"2023","deficit",1997-10-24,NA
"2024","deficit",1997-10-31,NA
"2025","deficit",1997-11-07,NA
"2026","deficit",1997-11-14,NA
"2027","deficit",1997-11-21,NA
"2028","deficit",1997-11-28,-927.8
"2029","deficit",1997-12-05,-976.4
"2030","deficit",1997-12-12,-993.4
"2031","deficit",1997-12-19,-1008.6
"2032","deficit",1997-12-26,-1000.9
"2033","deficit",1998-01-02,-998.8
"2034","deficit",1998-01-09,-1018
"2035","deficit",1998-01-16,-1026.5
"2036","deficit",1998-01-23,-985.2
"2037","deficit",1998-01-30,-978.6
"2038","deficit",1998-02-06,-1004.1
"2039","deficit",1998-02-13,-1020.7
"2040","deficit",1998-02-20,-1025.2
"2041","deficit",1998-02-27,-953.2
"2042","deficit",1998-03-06,-956.7
"2043","deficit",1998-03-13,-981
"2044","deficit",1998-03-20,-995.3
"2045","deficit",1998-03-27,-1011.5
"2046","deficit",1998-04-03,-980.5
"2047","deficit",1998-04-10,-944.4
"2048","deficit",1998-04-17,-879.7
"2049","deficit",1998-04-24,-880.8
"2050","deficit",1998-05-01,-884.9
"2051","deficit",1998-05-08,-838.2
"2052","deficit",1998-05-15,-804.8
"2053","deficit",1998-05-22,-805.8
"2054","deficit",1998-05-29,-790.3
"2055","deficit",1998-06-05,-796.5
"2056","deficit",1998-06-12,-790
"2057","deficit",1998-06-19,-727.9
"2058","deficit",1998-06-26,-738.5
"2059","deficit",1998-07-03,-693.3
"2060","deficit",1998-07-10,-626.5
"2061","deficit",1998-07-17,-258.7
"2062","deficit",1998-07-24,-19.2
"2063","deficit",1998-07-31,-6.6
"2064","deficit",1998-08-07,-25.3
"2065","deficit",1998-08-14,-18.8
"2066","deficit",1998-08-21,-6.5
"2067","deficit",1998-08-28,-43
"2068","deficit",1998-09-04,-80
"2069","deficit",1998-09-11,-163.9
"2070","deficit",1998-09-18,-268.6
"2071","deficit",1998-09-25,-375.6
"2072","deficit",1998-10-02,-487.7
"2073","deficit",1998-10-09,-654.9
"2074","deficit",1998-10-16,-752.8
"2075","deficit",1998-10-23,-841.6
"2076","deficit",1998-10-30,-906
"2077","deficit",1998-11-06,-906
"2078","deficit",1998-11-13,-921.8
"2079","deficit",1998-11-20,-957.7
"2080","deficit",1998-11-27,-944
"2081","deficit",1998-12-04,-886.8
"2082","deficit",1998-12-11,-806.3
"2083","deficit",1998-12-18,-878
"2084","deficit",1998-12-25,-925.5
"2085","deficit",1999-01-01,-974.3
"2086","deficit",1999-01-08,-994.3
"2087","deficit",1999-01-15,-1011.2
"2088","deficit",1999-01-22,-344.8
"2089","deficit",1999-01-29,-221.8
"2090","deficit",1999-02-05,-421.4
"2091","deficit",1999-02-12,-591.9
"2092","deficit",1999-02-19,-716.2
"2093","deficit",1999-02-26,-807.7
"2094","deficit",1999-03-05,-878.6
"2095","deficit",1999-03-12,-908.2
"2096","deficit",1999-03-19,-767.9
"2097","deficit",1999-03-26,-790.4
"2098","deficit",1999-04-02,-791.6
"2099","deficit",1999-04-09,-703.5
"2100","deficit",1999-04-16,-562
"2101","deficit",1999-04-23,-564.8
"2102","deficit",1999-04-30,-130.6
"2103","deficit",1999-05-07,-12.6
"2104","deficit",1999-05-14,-36.3
"2105","deficit",1999-05-21,-45.6
"2106","deficit",1999-05-28,-92.4
"2107","deficit",1999-06-04,-48.1
"2108","deficit",1999-06-11,-5.8
"2109","deficit",1999-06-18,-10.4
"2110","deficit",1999-06-25,-41.1
"2111","deficit",1999-07-02,-77.1
"2112","deficit",1999-07-09,-20.9
"2113","deficit",1999-07-16,-51
"2114","deficit",1999-07-23,-19.8
"2115","deficit",1999-07-30,-45.2
"2116","deficit",1999-08-06,-8.2
"2117","deficit",1999-08-13,-32.3
"2118","deficit",1999-08-20,-31.2
"2119","deficit",1999-08-27,-70.1
"2120","deficit",1999-09-03,-137.2
"2121","deficit",1999-09-10,-229
"2122","deficit",1999-09-17,-208.4
"2123","deficit",1999-09-24,-208.7
"2124","deficit",1999-10-01,-308.5
"2125","deficit",1999-10-08,-438
"2126","deficit",1999-10-15,-525.1
"2127","deficit",1999-10-22,-638.2
"2128","deficit",1999-10-29,-723.3
"2129","deficit",1999-11-05,-805.1
"2130","deficit",1999-11-12,-844.6
"2131","deficit",1999-11-19,-890.1
"2132","deficit",1999-11-26,-788.1
"2133","deficit",1999-12-03,-438.6
"2134","deficit",1999-12-10,-491.6
"2135","deficit",1999-12-17,-653.5
"2136","deficit",1999-12-24,-776.4
"2137","deficit",1999-12-31,-863.1
"2138","deficit",2000-01-07,-926
"2139","deficit",2000-01-14,-962.3
"2140","deficit",2000-01-21,-990.7
"2141","deficit",2000-01-28,-951
"2142","deficit",2000-02-04,-947.7
"2143","deficit",2000-02-11,-981.5
"2144","deficit",2000-02-18,-1004.1
"2145","deficit",2000-02-25,-1019.2
"2146","deficit",2000-03-03,-1018.8
"2147","deficit",2000-03-10,-970
"2148","deficit",2000-03-17,-916.8
"2149","deficit",2000-03-24,-816.2
"2150","deficit",2000-03-31,-698.2
"2151","deficit",2000-04-07,-716.1
"2152","deficit",2000-04-14,-403.6
"2153","deficit",2000-04-21,-345.3
"2154","deficit",2000-04-28,-265.9
"2155","deficit",2000-05-05,-317.8
"2156","deficit",2000-05-12,-341.4
"2157","deficit",2000-05-19,-193.3
"2158","deficit",2000-05-26,-226.6
"2159","deficit",2000-06-02,-195.6
"2160","deficit",2000-06-09,-26.8
"2161","deficit",2000-06-16,-12.3
"2162","deficit",2000-06-23,-41.3
"2163","deficit",2000-06-30,-48.3
"2164","deficit",2000-07-07,-0.9
"2165","deficit",2000-07-14,-10.8
"2166","deficit",2000-07-21,-15.4
"2167","deficit",2000-07-28,-20.6
"2168","deficit",2000-08-04,-64
"2169","deficit",2000-08-11,-124.6
"2170","deficit",2000-08-18,-181.5
"2171","deficit",2000-08-25,-192.2
"2172","deficit",2000-09-01,-218.3
"2173","deficit",2000-09-08,-294.3
"2174","deficit",2000-09-15,-386.4
"2175","deficit",2000-09-22,-491.5
"2176","deficit",2000-09-29,-342.1
"2177","deficit",2000-10-06,-336.6
"2178","deficit",2000-10-13,-495.6
"2179","deficit",2000-10-20,-661.8
"2180","deficit",2000-10-27,-782.6
"2181","deficit",2000-11-03,-858.4
"2182","deficit",2000-11-10,-650.7
"2183","deficit",2000-11-17,-679.2
"2184","deficit",2000-11-24,-729.1
"2185","deficit",2000-12-01,-754.4
"2186","deficit",2000-12-08,-764.9
"2187","deficit",2000-12-15,-820.8
"2188","deficit",2000-12-22,-891.6
"2189","deficit",2000-12-29,-943.5
"2190","deficit",2001-01-05,-951
"2191","deficit",2001-01-12,-943.6
"2192","deficit",2001-01-19,-900.6
"2193","deficit",2001-01-26,-930
"2194","deficit",2001-02-02,-953.3
"2195","deficit",2001-02-09,-975.6
"2196","deficit",2001-02-16,-841.2
"2197","deficit",2001-02-23,-693.4
"2198","deficit",2001-03-02,-764.3
"2199","deficit",2001-03-09,-743
"2200","deficit",2001-03-16,-793.9
"2201","deficit",2001-03-23,-806
"2202","deficit",2001-03-30,-850.9
"2203","deficit",2001-04-06,-790.6
"2204","deficit",2001-04-13,-756.7
"2205","deficit",2001-04-20,-692.7
"2206","deficit",2001-04-27,-645.4
"2207","deficit",2001-05-04,-663
"2208","deficit",2001-05-11,-637.7
"2209","deficit",2001-05-18,-651.4
"2210","deficit",2001-05-25,-687.3
"2211","deficit",2001-06-01,-661.4
"2212","deficit",2001-06-08,-622.5
"2213","deficit",2001-06-15,-607.4
"2214","deficit",2001-06-22,-516.1
"2215","deficit",2001-06-29,-498.9
"2216","deficit",2001-07-06,-503.3
"2217","deficit",2001-07-13,-335.6
"2218","deficit",2001-07-20,-306.3
"2219","deficit",2001-07-27,-21.5
"2220","deficit",2001-08-03,-18.4
"2221","deficit",2001-08-10,-73
"2222","deficit",2001-08-17,-47.1
"2223","deficit",2001-08-24,-46
"2224","deficit",2001-08-31,-83.5
"2225","deficit",2001-09-07,-70.4
"2226","deficit",2001-09-14,-30.9
"2227","deficit",2001-09-21,-115.1
"2228","deficit",2001-09-28,-189.6
"2229","deficit",2001-10-05,-285.9
"2230","deficit",2001-10-12,-217.5
"2231","deficit",2001-10-19,-96
"2232","deficit",2001-10-26,-47.5
"2233","deficit",2001-11-02,-49.8
"2234","deficit",2001-11-09,-179.3
"2235","deficit",2001-11-16,-331.3
"2236","deficit",2001-11-23,-472.5
"2237","deficit",2001-11-30,-543.9
"2238","deficit",2001-12-07,-688.7
"2239","deficit",2001-12-14,-476.8
"2240","deficit",2001-12-21,-336.6
"2241","deficit",2001-12-28,-338
"2242","deficit",2002-01-04,-523.4
"2243","deficit",2002-01-11,-577.3
"2244","deficit",2002-01-18,-336.2
"2245","deficit",2002-01-25,-395.5
"2246","deficit",2002-02-01,-601
"2247","deficit",2002-02-08,-705.2
"2248","deficit",2002-02-15,-352.5
"2249","deficit",2002-02-22,-93
"2250","deficit",2002-03-01,-252.4
"2251","deficit",2002-03-08,-404.7
"2252","deficit",2002-03-15,-488.8
"2253","deficit",2002-03-22,-409.3
"2254","deficit",2002-03-29,-556.6
"2255","deficit",2002-04-05,-665.5
"2256","deficit",2002-04-12,-634.7
"2257","deficit",2002-04-19,-680
"2258","deficit",2002-04-26,-669.6
"2259","deficit",2002-05-03,-557.2
"2260","deficit",2002-05-10,-602.6
"2261","deficit",2002-05-17,-619.2
"2262","deficit",2002-05-24,-631.5
"2263","deficit",2002-05-31,-648.2
"2264","deficit",2002-06-07,-663.5
"2265","deficit",2002-06-14,-663.8
"2266","deficit",2002-06-21,-567.2
"2267","deficit",2002-06-28,-353.5
"2268","deficit",2002-07-05,-72.3
"2269","deficit",2002-07-12,-22.2
"2270","deficit",2002-07-19,-5.9
"2271","deficit",2002-07-26,-7.7
"2272","deficit",2002-08-02,-6.6
"2273","deficit",2002-08-09,-14.7
"2274","deficit",2002-08-16,-46.2
"2275","deficit",2002-08-23,-65.8
"2276","deficit",2002-08-30,-121.4
"2277","deficit",2002-09-06,-215.9
"2278","deficit",2002-09-13,-318
"2279","deficit",2002-09-20,-380.7
"2280","deficit",2002-09-27,-508.1
"2281","deficit",2002-10-04,-506.9
"2282","deficit",2002-10-11,-631.6
"2283","deficit",2002-10-18,-661.8
"2284","deficit",2002-10-25,-760
"2285","deficit",2002-11-01,-837.1
"2286","deficit",2002-11-08,-897.6
"2287","deficit",2002-11-15,-950.9
"2288","deficit",2002-11-22,-755.1
"2289","deficit",2002-11-29,-794.1
"2290","deficit",2002-12-06,-877.7
"2291","deficit",2002-12-13,-915.9
"2292","deficit",2002-12-20,-930.7
"2293","deficit",2002-12-27,-943.4
"2294","deficit",2003-01-03,-979.3
"2295","deficit",2003-01-10,-989.6
"2296","deficit",2003-01-17,-980.9
"2297","deficit",2003-01-24,-1003.6
"2298","deficit",2003-01-31,-1017.8
"2299","deficit",2003-02-07,-1029.4
"2300","deficit",2003-02-14,-1017.7
"2301","deficit",2003-02-21,-936.4
"2302","deficit",2003-02-28,-893.4
"2303","deficit",2003-03-07,-809.3
"2304","deficit",2003-03-14,-726.6
"2305","deficit",2003-03-21,-723.4
"2306","deficit",2003-03-28,-797.7
"2307","deficit",2003-04-04,-824.1
"2308","deficit",2003-04-11,-748.7
"2309","deficit",2003-04-18,-739.2
"2310","deficit",2003-04-25,-667.2
"2311","deficit",2003-05-02,-691.3
"2312","deficit",2003-05-09,-668.8
"2313","deficit",2003-05-16,-630.1
"2314","deficit",2003-05-23,-605.2
"2315","deficit",2003-05-30,-219.7
"2316","deficit",2003-06-06,-273.2
"2317","deficit",2003-06-13,-174.8
"2318","deficit",2003-06-20,-191.3
"2319","deficit",2003-06-27,-255.7
"2320","deficit",2003-07-04,-295.2
"2321","deficit",2003-07-11,-203.2
"2322","deficit",2003-07-18,-163.7
"2323","deficit",2003-07-25,-188.5
"2324","deficit",2003-08-01,-215.4
"2325","deficit",2003-08-08,-201.5
"2326","deficit",2003-08-15,-130.5
"2327","deficit",2003-08-22,-56.1
"2328","deficit",2003-08-29,-3
"2329","deficit",2003-09-05,-11.7
"2330","deficit",2003-09-12,-9.9
"2331","deficit",2003-09-19,-96.3
"2332","deficit",2003-09-26,-193.1
"2333","deficit",2003-10-03,-216.7
"2334","deficit",2003-10-10,-420.4
"2335","deficit",2003-10-17,-498.4
"2336","deficit",2003-10-24,-633.8
"2337","deficit",2003-10-31,-735.3
"2338","deficit",2003-11-07,-823.9
"2339","deficit",2003-11-14,-891.7
"2340","deficit",2003-11-21,-934.8
"2341","deficit",2003-11-28,-934.8
"2342","deficit",2003-12-05,-915.1
"2343","deficit",2003-12-12,-844.5
"2344","deficit",2003-12-19,-816
"2345","deficit",2003-12-26,-884
"2346","deficit",2004-01-02,-777.6
"2347","deficit",2004-01-09,-806.2
"2348","deficit",2004-01-16,-888
"2349","deficit",2004-01-23,-728.2
"2350","deficit",2004-01-30,-722.3
"2351","deficit",2004-02-06,-729.7
"2352","deficit",2004-02-13,-795.8
"2353","deficit",2004-02-20,-637.5
"2354","deficit",2004-02-27,-636.2
"2355","deficit",2004-03-05,-627.3
"2356","deficit",2004-03-12,-693.6
"2357","deficit",2004-03-19,-758.9
"2358","deficit",2004-03-26,-820.9
"2359","deficit",2004-04-02,-868.5
"2360","deficit",2004-04-09,-850.3
"2361","deficit",2004-04-16,-846
"2362","deficit",2004-04-23,-873.5
"2363","deficit",2004-04-30,-815
"2364","deficit",2004-05-07,-703.9
"2365","deficit",2004-05-14,-690.1
"2366","deficit",2004-05-21,-536.9
"2367","deficit",2004-05-28,-202.6
"2368","deficit",2004-06-04,-185.4
"2369","deficit",2004-06-11,-208.2
"2370","deficit",2004-06-18,-217.2
"2371","deficit",2004-06-25,-108.4
"2372","deficit",2004-07-02,-58.5
"2373","deficit",2004-07-09,-23.7
"2374","deficit",2004-07-16,-36.8
"2375","deficit",2004-07-23,-3.4
"2376","deficit",2004-07-30,-8.6
"2377","deficit",2004-08-06,-10.9
"2378","deficit",2004-08-13,-49.5
"2379","deficit",2004-08-20,-39.5
"2380","deficit",2004-08-27,-54
"2381","deficit",2004-09-03,-123.6
"2382","deficit",2004-09-10,-218.3
"2383","deficit",2004-09-17,-296.4
"2384","deficit",2004-09-24,-379.7
"2385","deficit",2004-10-01,-421.3
"2386","deficit",2004-10-08,-506.5
"2387","deficit",2004-10-15,-490.2
"2388","deficit",2004-10-22,-473.4
"2389","deficit",2004-10-29,-578.9
"2390","deficit",2004-11-05,-691
"2391","deficit",2004-11-12,-806.9
"2392","deficit",2004-11-19,-827
"2393","deficit",2004-11-26,-877.7
"2394","deficit",2004-12-03,-901.3
"2395","deficit",2004-12-10,-688.8
"2396","deficit",2004-12-17,-770.5
"2397","deficit",2004-12-24,-741.4
"2398","deficit",2004-12-31,-765.9
"2399","deficit",2005-01-07,-776.9
"2400","deficit",2005-01-14,-795.6
"2401","deficit",2005-01-21,-851.3
"2402","deficit",2005-01-28,-893.8
"2403","deficit",2005-02-04,-912.3
"2404","deficit",2005-02-11,-935
"2405","deficit",2005-02-18,-943.2
